identity/LineItemId,bill/BillingPeriodStartDate,lineItem/UsageStartDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/UnblendedCost,lineItem/UsageAmount,anomaly/IsAnomaly,anomaly/AnomalyReason
li-2025-12-04-AmazonS3-3,2025-12-01 00:00:00,2025-12-04 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,18.018638316053863,783.4190572197332,0,Normal
li-2025-12-04-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-04 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.705408831158888,39546.78281716752,0,Normal
li-2025-12-04-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-04 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,15.788306137808217,175.42562375342465,0,Normal
li-2025-12-05-AmazonEC2-1,2025-12-01 00:00:00,2025-12-05 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,130.62175858805878,1360.6433186256122,0,Normal
li-2025-12-05-AmazonRDS-2,2025-12-01 00:00:00,2025-12-05 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,61.79779260882142,411.98528405880944,0,Normal
li-2025-12-05-AmazonS3-3,2025-12-01 00:00:00,2025-12-05 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,16.721478009632573,727.0207830275032,0,Normal
li-2025-12-05-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-05 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,24.424124633284233,37575.57635889882,0,Normal
li-2025-12-05-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-05 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,13.453673595722801,149.4852621746978,0,Normal
li-2025-12-06-AmazonEC2-1,2025-12-01 00:00:00,2025-12-06 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,79.61660951319327,829.3396824290966,0,Normal
li-2025-12-06-AmazonRDS-2,2025-12-01 00:00:00,2025-12-06 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,53.68881746790579,357.92544978603866,0,Normal
li-2025-12-06-AmazonS3-3,2025-12-01 00:00:00,2025-12-06 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,17.469447695318436,759.5412041442798,0,Normal
li-2025-12-06-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-06 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.10754310610242,38626.98939400372,0,Normal
li-2025-12-06-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-06 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,13.041450787324194,144.9050087480466,0,Normal
li-2025-12-07-AmazonEC2-1,2025-12-01 00:00:00,2025-12-07 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,83.1153899984702,865.7853124840647,0,Normal
li-2025-12-07-AmazonRDS-2,2025-12-01 00:00:00,2025-12-07 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,56.72335257768174,378.1556838512116,0,Normal
li-2025-12-07-AmazonS3-3,2025-12-01 00:00:00,2025-12-07 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,20.03099952249595,870.9130227172152,0,Normal
li-2025-12-07-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-07 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.74502409529296,39607.729377373784,0,Normal
li-2025-12-07-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-07 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,12.62564357813054,140.2849286458949,0,Normal
li-2025-12-08-AmazonEC2-1,2025-12-01 00:00:00,2025-12-08 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,130.61417054947714,1360.5642765570535,0,Normal
li-2025-12-08-AmazonRDS-2,2025-12-01 00:00:00,2025-12-08 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,61.30304521003008,408.6869680668672,0,Normal
li-2025-12-08-AmazonS3-3,2025-12-01 00:00:00,2025-12-08 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,17.891846710452516,777.9063787153268,0,Normal
li-2025-12-08-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-08 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.879717580627855,39814.95012404286,0,Normal
li-2025-12-08-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-08 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,8.41700419741435,93.52226886015944,0,Normal
li-2025-12-09-AmazonEC2-1,2025-12-01 00:00:00,2025-12-09 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,126.26832512996987,1315.2950534371862,0,Normal
li-2025-12-09-AmazonRDS-2,2025-12-01 00:00:00,2025-12-09 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,60.20758675183866,401.38391167892445,0,Normal
li-2025-12-09-AmazonS3-3,2025-12-01 00:00:00,2025-12-09 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,20.612525822394197,896.1967748867042,0,Normal
li-2025-12-09-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-09 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,26.084992022856657,40130.756958241014,0,Normal
li-2025-12-09-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-09 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,14.786755737204544,164.29728596893938,0,Normal
li-2025-12-10-AmazonEC2-1,2025-12-01 00:00:00,2025-12-10 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,126.76085061742258,1320.4255272648186,0,Normal
li-2025-12-10-AmazonRDS-2,2025-12-01 00:00:00,2025-12-10 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,62.49839250994363,416.65595006629087,0,Normal
li-2025-12-10-AmazonS3-3,2025-12-01 00:00:00,2025-12-10 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,21.172963533755787,920.5636319024255,0,Normal
li-2025-12-10-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-10 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.636476371116753,39440.73287864116,0,Normal
li-2025-12-10-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-10 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,10.731662484657486,119.24069427397207,0,Normal
li-2025-12-11-AmazonEC2-1,2025-12-01 00:00:00,2025-12-11 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,131.92086980445023,1374.17572712969,0,Normal
li-2025-12-11-AmazonRDS-2,2025-12-01 00:00:00,2025-12-11 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,65.82928731162802,438.8619154108535,0,Normal
li-2025-12-11-AmazonS3-3,2025-12-01 00:00:00,2025-12-11 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,17.980254895910257,781.7502128656633,0,Normal
li-2025-12-11-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-11 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.65752200350018,39473.11077461566,0,Normal
li-2025-12-11-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-11 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,8.35724332197034,92.85825913300378,0,Normal
li-2025-12-12-AmazonEC2-1,2025-12-01 00:00:00,2025-12-12 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,125.15624770704298,1303.710913615031,0,Normal
li-2025-12-12-AmazonRDS-2,2025-12-01 00:00:00,2025-12-12 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,64.83498323467884,432.23322156452565,0,Normal
li-2025-12-12-AmazonS3-3,2025-12-01 00:00:00,2025-12-12 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,21.903532490625842,952.3274995924279,0,Normal
li-2025-12-12-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-12 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.01520026484972,38484.92348438419,0,Normal
li-2025-12-12-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-12 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,9.160216468949896,101.78018298833219,0,Normal
li-2025-12-13-AmazonEC2-1,2025-12-01 00:00:00,2025-12-13 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,94.78947022370758,987.3903148302873,0,Normal
li-2025-12-13-AmazonRDS-2,2025-12-01 00:00:00,2025-12-13 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,54.7634595634527,365.089730423018,0,Normal
li-2025-12-13-AmazonS3-3,2025-12-01 00:00:00,2025-12-13 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,20.591506397106812,895.282886830731,0,Normal
li-2025-12-13-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-13 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,24.59859436513237,37843.99133097288,0,Normal
li-2025-12-13-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-13 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,16.284850257641875,180.9427806404653,0,Normal
li-2025-12-14-AmazonEC2-1,2025-12-01 00:00:00,2025-12-14 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,90.05724165762402,938.0962672669168,0,Normal
li-2025-12-14-AmazonRDS-2,2025-12-01 00:00:00,2025-12-14 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,58.166373305864056,387.7758220390937,0,Normal
li-2025-12-14-AmazonS3-3,2025-12-01 00:00:00,2025-12-14 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,22.05711687005628,959.0050813067948,0,Normal
li-2025-12-14-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-14 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.251610316690538,38848.631256446984,0,Normal
li-2025-12-14-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-14 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,8.959486429075916,99.54984921195462,0,Normal
li-2025-12-15-AmazonEC2-1,2025-12-01 00:00:00,2025-12-15 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,133.1853877467402,1387.3477890285437,0,Normal
li-2025-12-15-AmazonRDS-2,2025-12-01 00:00:00,2025-12-15 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,64.83728998106578,432.24859987377187,0,Normal
li-2025-12-15-AmazonS3-3,2025-12-01 00:00:00,2025-12-15 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,21.497946906122646,934.6933437444629,0,Normal
li-2025-12-15-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-15 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,24.737870282721786,38058.261973418135,0,Normal
li-2025-12-15-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-15 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,9.136060238418143,101.51178042686826,0,Normal
li-2025-12-16-AmazonEC2-1,2025-12-01 00:00:00,2025-12-16 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,139.21866810069778,1450.1944593822686,0,Normal
li-2025-12-16-AmazonRDS-2,2025-12-01 00:00:00,2025-12-16 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,62.366094658348764,415.77396438899177,0,Normal
li-2025-12-16-AmazonS3-3,2025-12-01 00:00:00,2025-12-16 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,19.944823952436533,867.1662588015884,0,Normal
li-2025-12-16-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-16 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.27641435511101,38886.791315555405,0,Normal
li-2025-12-16-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-16 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,9.133502014827474,101.48335572030527,0,Normal
li-2025-12-17-AmazonEC2-1,2025-12-01 00:00:00,2025-12-17 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,131.28642741736616,1367.5669522642308,0,Normal
li-2025-12-17-AmazonRDS-2,2025-12-01 00:00:00,2025-12-17 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,61.39544546155676,409.30296974371174,0,Normal
li-2025-12-17-AmazonS3-3,2025-12-01 00:00:00,2025-12-17 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,22.83871428833399,992.9875777536517,0,Normal
li-2025-12-17-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-17 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.32324068545163,38958.83182377174,0,Normal
li-2025-12-17-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-17 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,10.594358417280457,117.71509352533842,0,Normal
li-2025-12-18-AmazonEC2-1,2025-12-01 00:00:00,2025-12-18 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,128.43471595766368,1337.8616245589967,0,Normal
li-2025-12-18-AmazonRDS-2,2025-12-01 00:00:00,2025-12-18 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,65.85791747731858,439.0527831821239,0,Normal
li-2025-12-18-AmazonS3-3,2025-12-01 00:00:00,2025-12-18 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,23.381449195488358,1016.5847476299286,0,Normal
li-2025-12-18-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-18 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,23.66119630240782,36401.8404652428,0,Normal
li-2025-12-18-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-18 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,9.493791380237141,105.4865708915238,0,Normal
li-2025-12-19-AmazonEC2-1,2025-12-01 00:00:00,2025-12-19 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,133.60115104970515,1391.678656767762,0,Normal
li-2025-12-19-AmazonRDS-2,2025-12-01 00:00:00,2025-12-19 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,68.02648422497057,453.5098948331372,0,Normal
li-2025-12-19-AmazonS3-3,2025-12-01 00:00:00,2025-12-19 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,23.607639035218877,1026.4190884877773,0,Normal
li-2025-12-19-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-19 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.24123787386689,38832.67365210291,0,Normal
li-2025-12-19-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-19 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,8.909592582956408,98.9954731439601,0,Normal
li-2025-12-20-AmazonEC2-1,2025-12-01 00:00:00,2025-12-20 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,90.14910482093322,939.0531752180543,0,Normal
li-2025-12-20-AmazonRDS-2,2025-12-01 00:00:00,2025-12-20 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,56.13523970011085,374.23493133407237,0,Normal
li-2025-12-20-AmazonS3-3,2025-12-01 00:00:00,2025-12-20 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,24.967296838706407,1085.534645161148,0,Normal
li-2025-12-20-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-20 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,24.080165938004512,37046.40913539156,0,Normal
li-2025-12-20-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-20 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,12.76166287871839,141.79625420798212,0,Normal
li-2025-12-21-AmazonEC2-1,2025-12-01 00:00:00,2025-12-21 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,92.55515973521523,964.1162472418252,0,Normal
li-2025-12-21-AmazonRDS-2,2025-12-01 00:00:00,2025-12-21 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,54.381225090410524,362.54150060273685,0,Normal
li-2025-12-21-AmazonS3-3,2025-12-01 00:00:00,2025-12-21 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,26.0027943109361,1130.5562743885262,0,Normal
li-2025-12-21-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-21 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,23.878519149766177,36736.18330733258,0,Normal
li-2025-12-21-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-21 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,11.491513481412916,127.68348312681019,0,Normal
li-2025-12-22-AmazonEC2-1,2025-12-01 00:00:00,2025-12-22 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,129.34679590735115,1347.3624573682412,0,Normal
li-2025-12-22-AmazonRDS-2,2025-12-01 00:00:00,2025-12-22 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,63.40378989716914,422.69193264779426,0,Normal
li-2025-12-22-AmazonS3-3,2025-12-01 00:00:00,2025-12-22 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,24.50656751779667,1065.502935556377,0,Normal
li-2025-12-22-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-22 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.738530086673563,39597.73859488241,0,Normal
li-2025-12-22-AWSDataTransfer-5,2025-12-01 00:00:00,2025-12-22 00:00:00,AWSDataTransfer,AWSDataTransfer-usage-type,DataTransfer-Out-Bytes,9.11929631982267,101.32551466469634,0,Normal
li-2025-12-23-AmazonEC2-1,2025-12-01 00:00:00,2025-12-23 00:00:00,AmazonEC2,AmazonEC2-usage-type,RunInstances,134.3982568254382,1399.981841931648,0,Normal
li-2025-12-23-AmazonRDS-2,2025-12-01 00:00:00,2025-12-23 00:00:00,AmazonRDS,AmazonRDS-usage-type,CreateDBInstance,62.2930486917676,415.28699127845067,0,Normal
li-2025-12-23-AmazonS3-3,2025-12-01 00:00:00,2025-12-23 00:00:00,AmazonS3,AmazonS3-usage-type,TimedStorage-ByteHrs,23.849336568933865,1036.927676910168,0,Normal
li-2025-12-23-AmazonDynamoDB-4,2025-12-01 00:00:00,2025-12-23 00:00:00,AmazonDynamoDB,AmazonDynamoDB-usage-type,ProvisionedWriteCapacityUnit,25.054850379844822,38545.92366129973,0,Normal
